Job Title,Job Salary,Key Skills,Role Category,Functional Area,Industry,Role
Adposting Sending Sms Excel Entry Projects Form Filling Projects,"2,00,000-5,00,000",freshers part_time data_entry_work,Other,Executive_Assistant Front_Office Data_Entry,Recruitment Staffing,Fresher
AVP Technical Product Owner SYF Developer Portal L ,Not Disclosed by Recruiter,hrm pdf action_plan agile design_development scrum management jira monitoring,Programming_&_Design,IT_Software,Media Entertainment Internet,Software Developer
PeopleSoft HCM Consultant,Not Disclosed by Recruiter,hcm peoplecode xml peoplesoft core_hr peoplesoft_hcm component_interface file_layout technical_documentation application_engine,Programming_&_Design,IT_Software,Recruitment Staffing,Software Developer
Marketing Manager General Manager Sales Surgical Products,Not Disclosed by Recruiter,surgical general_manager_sales relationship,Marketing,Marketing Advertising MR PR Media_Planning,Recruitment Staffing,Marketing Manager
Manager senior Manager Merchant Alliance Employee Benefits,Not Disclosed by Recruiter,sales b2b_sales solutions_sales business_alliances sales_planning,Marketing,Marketing Advertising MR PR Media_Planning,Advertising PR MR Event_Management,Business Alliances Manager
Software Engineer,Not Disclosed by Recruiter,linux android data_structures graphics usb wifi jtag spi performance_management sensors,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Job Opening For Senior Java Developer For IT Industry,"3,00,000-5,50,000",java_ee hibernate wicket spring_mvc gwt design_patterns spring_framework jee orm jsf,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Trainees,Not Disclosed by Recruiter,git smo database_administration internet_marketing animation mongodb seo digital_marketing internship product_marketing,Other,IT_Software,Strategy Management_Consulting_Firms,Trainee
Company Secretary Gold Cash,Not Disclosed by Recruiter,corporate_actions pdf labour_laws roc regulatory_compliance licensing corporate_law,Senior_Management,Accounts Finance Tax Company_Secretary Audit,Retail Wholesale,Company Secretary
Cluster Manager Retail Industry Hyderabad,Not Disclosed by Recruiter,cluster_manager area_manager,Operations,ITES BPO KPO LPO Customer_Service Operations,Retail Wholesale,Operations Manager
Manager For FOOD Outlet IN Chandigarh,"2,00,000-3,00,000",hotel_management food beverage customer_service management service,Food_&_Beverage,Hotels Restaurants,Travel Hotels Restaurants Airlines Railways,Restaurant Manager
Application Developer Microsoft SQL Server Integration Services,Not Disclosed by Recruiter,ssas ms_sql_server integration_services analysis_services cube data_warehousing business_intelligence sql_queries application_development development_testing,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Genesys Routing Year C H Pune JUL,"8,00,000-18,00,000",composer ivr genesys routing,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Blockchain Developer,Not Disclosed by Recruiter,developer,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Airport Manager Hyderabad,Not Disclosed by Recruiter,training monthly_reports manager customer_handling airport_manager recruitment,Ticketing Travel Documentation,Travel Tours Ticketing Airlines,Facility_Management,Branch Manager
SQL Software Developer in Retail Company at Mumbai kurla Location,Not Disclosed by Recruiter,software_development sql_server_2008 software_engineer software_programmer crystal_report sql_server system_engineer sql_developer,Programming_&_Design,IT_Software,Retail Wholesale,Software Developer
Test Engineer Automation EHC,Not Disclosed by Recruiter,javascript android python ruby jira automation_framework version_control test_management git electrical_engineering,Programming_&_Design,IT_Software,Automobile Auto_Anciliary Auto_Components,Testing Engineer
WALK It technical Project Manager Straviso India PVT LTD PUNE,"10,00,000-20,00,000",c# java core_java asp.net_developer c#.net .net asp.net,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Job Opening for Tech Mahindra for Full Stack Engineers pune nd June,"50,000-3,00,000",css javascript html,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Java Developer Tech Lead Pune Baner ,"10,00,000-20,00,000",jenkins java spring_mvc aop multithreading cloud_computing junit design_patterns object_oriented_design spring_framework spring_boot,Programming_&_Design,IT_Software,IT-Software Software_Services,Team Lead/Technical Lead
Magneto Developer,Not Disclosed by Recruiter,com architect process email typing writing software facebook business_executive testing,Programming_&_Design,IT_Software,Recruitment Staffing,Software Developer
Developer,Not Disclosed by Recruiter,sql javascript html jquery cms mvc coding offshore sitecore danish_developer,Programming_&_Design,IT_Software,Recruitment Staffing,Software Developer
Roto Prep Roadshow ,Not Disclosed by Recruiter,market_research customer_profiling sales_executive marketing_executive distributors business_development,Other,Sales Retail Business_Development,NGO Social_Services Regulators Industry_Associations,Trainee
Project Manager testing,Not Disclosed by Recruiter,test_manager project_manager qa_manager,Project_Management,IT_Software,IT-Software Software_Services,Project Manager-IT/Software
Urgent Opening For AGM Foundry in Hyderabad,"10,00,000-14,00,000",service_quality labor_relations aluminium,Senior_Management,Production Manufacturing Maintenance,Construction Engineering Cement Metals,Head/VP/GM-Production/Manufacturing/Maintenance
Consultant Lead HFS,Not Disclosed by Recruiter,sql project_management vb python application_support application_development ssrs active_directory consulting order_management,Programming_&_Design,IT_Software,Banking Financial_Services Broking,Software Developer
System Coordinator Pune,Not Disclosed by Recruiter,administration_work erp administration technical_support techincal_troubleshooting training crm admin,Other,Supply_Chain Logistics Purchase Materials,Courier Transportation Freight Warehousing,Trainee
Job Description,Not Disclosed by Recruiter,go_getter industry_reports mass_communication articles web_technologies journalism news_writing english_literature content_writing article_writing content_management_system,Journalist Writer,Journalism Editing Content,KPO Research Analytics,Correspondent/Assistant Editor/Associate Editor
LEAD Software Engineer Documentum java ,Not Disclosed by Recruiter,documentum java software_engineering software_programmer software_programming,Programming_&_Design,IT_Software,IT-Software Software_Services,Team Lead/Technical Lead
NON Voice Process Executives bangalore Location ,"50,000-2,50,000",non_voice non_voice_process email_support chat_process,Other,ITES BPO KPO LPO Customer_Service Operations,IT-Software Software_Services,Fresher
Juinor Engineers,Not Disclosed by Recruiter,electronics,Engineering_Design,Engineering_Design R&D,Industrial_Products Heavy_Machinery,Design Engineer
Assistant Manager,Not Disclosed by Recruiter,manual_testing agile jira test_scripts test_execution sanity_testing test_case_execution management interpersonal_skills defect_management,Programming_&_Design,IT_Software,Telcom ISP,Testing Engineer
HVAC Estimator,Not Disclosed by Recruiter,hvac estimator,Site_Engineering,Site_Engineering Project_Management,Construction Engineering Cement Metals,Mechanical Engineer-HVAC
Client Servicing Executive Only Females ,Not Disclosed by Recruiter,digital_marketing client_relationship_management new management_skills team_management_skills crisis_management events quality,Advertising,Marketing Advertising MR PR Media_Planning,Other,Client Servicing/Key Account Manager
TECHNICAL WRITER EDITOR,Not Disclosed by Recruiter,administration c++ css publishing technical_writing xml jira python technical_documentation,QA Testing Documentation,IT_Software,Banking Financial_Services Broking,Technical Writer
Reverse Engineer circuits,Not Disclosed by Recruiter,c++ php html mysql android seo crm photoshop python wordpress,Engineering_Design,Engineering_Design R&D,IT-Software Software_Services,Design Engineer
Lead Systems Analyst Oracle PLSQL,Not Disclosed by Recruiter,enterprise_risk_management data_science coding machine_learning agile corporate_finance analytics monitoring financial_services python,Programming_&_Design,IT_Software,Banking Financial_Services Broking,Software Developer
Security Privacy Consultant,Not Disclosed by Recruiter,sap application_security sap_application,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Hiring Diversity Azure AWS Google Cloud Experienced,"35,00,000-60,00,000",vmware service_desk_management networking it_operations_management service_delivery it_infrastructure_services presales incident_management data_center solution_architecture,Senior_Management,IT_Software,IT-Software Software_Services,Practice Head / Practice Manager
